price,year,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state,lat,long,price_category,description_len
8950,2011.0,kia,like new,6,gas,132000.0,clean,automatic,4wd,full-size,SUV,white,ny,43.0,-74.0,low,91
27499,2016.0,toyota,other,0,gas,93129.0,clean,automatic,fwd,other,pickup,white,ca,33.0,-117.0,high,3211
11273,2012.0,cadillac,excellent,6,gas,97400.0,clean,automatic,fwd,mid-size,SUV,grey,nj,40.0,-75.0,medium,408
8700,2005.0,chevrolet,good,6,gas,125000.0,clean,automatic,rwd,full-size,pickup,silver,tx,28.0,-97.0,low,400
13900,2015.0,toyota,other,0,gas,205000.0,clean,automatic,fwd,other,wagon,black,ny,41.0,-74.0,medium,3001
18988,2020.0,kia,good,0,other,8699.0,clean,automatic,fwd,other,sedan,black,mo,37.0,-93.0,medium,2465
59995,2019.0,ford,other,0,gas,44843.0,clean,automatic,other,other,truck,white,tx,33.0,-102.0,high,9163
9700,2008.0,infiniti,good,6,gas,89200.0,clean,automatic,rwd,full-size,sedan,brown,tn,36.0,-87.0,medium,715
2200,1999.0,volkswagen,other,0,gas,160000.0,clean,manual,other,other,other,other,ca,34.0,-117.0,low,175
8995,2007.0,ford,good,8,gas,109237.0,clean,automatic,4wd,full-size,pickup,black,wi,45.0,-92.0,low,828
32995,2017.0,rover,other,0,gas,34000.0,clean,automatic,other,other,SUV,green,ca,39.0,-121.0,high,2125
129000,2018.0,mercedes-benz,excellent,8,gas,4000.0,clean,automatic,rwd,other,convertible,silver,fl,30.0,-81.0,high,892
39995,1967.0,chevrolet,other,0,gas,1.0,clean,manual,other,other,other,other,ma,42.0,-70.0,high,480
21995,2017.0,lincoln,other,0,gas,41601.0,clean,automatic,4wd,other,other,other,il,40.0,-86.0,medium,1558
16688,2019.0,honda,good,4,gas,17181.0,clean,automatic,fwd,other,hatchback,black,ca,39.0,-121.0,medium,2586
14990,2016.0,other,good,0,gas,65203.0,clean,other,fwd,other,hatchback,red,pa,42.0,-80.0,medium,4652
8195,2007.0,toyota,excellent,4,gas,21600.0,clean,automatic,fwd,mid-size,sedan,other,ny,41.0,-73.0,low,762
47990,2016.0,toyota,other,0,gas,49994.0,clean,automatic,4wd,other,SUV,other,or,45.0,-123.0,high,4355
28988,2019.0,chrysler,other,0,gas,13514.0,clean,automatic,fwd,other,other,other,fl,27.0,-83.0,high,8248
32990,2017.0,lexus,good,6,gas,30472.0,clean,other,fwd,other,SUV,black,tn,36.0,-84.0,high,4375
7900,2012.0,toyota,other,0,hybrid,161361.0,clean,automatic,other,other,other,other,ar,35.0,-92.0,low,229
11998,2007.0,ford,excellent,0,gas,107353.0,clean,automatic,4wd,other,pickup,other,oh,41.0,-84.0,medium,4125
26990,2016.0,chevrolet,good,6,gas,73371.0,clean,other,4wd,other,pickup,white,ca,34.0,-84.0,high,4374
26990,2016.0,ford,good,8,diesel,201035.0,clean,automatic,rwd,full-size,truck,white,ok,40.0,-74.0,high,3662
29000,2012.0,gmc,good,8,diesel,98826.0,clean,automatic,4wd,full-size,truck,white,ks,39.0,-94.0,high,183
35998,2021.0,toyota,other,4,hybrid,11075.0,clean,automatic,4wd,other,SUV,other,mt,48.0,-117.0,high,5107
8000,2014.0,ford,excellent,4,gas,87830.0,clean,automatic,fwd,other,sedan,other,ia,42.0,-91.0,low,592
22000,2016.0,bmw,excellent,6,gas,67122.0,clean,automatic,rwd,full-size,hatchback,grey,ca,37.0,-122.0,medium,274
3495,2011.0,ford,other,0,gas,168102.0,clean,manual,other,other,other,other,mi,43.0,-84.0,low,1200
4999,2005.0,honda,excellent,0,gas,123249.0,clean,automatic,other,other,other,other,wi,43.0,-88.0,low,561
49628,2019.0,ford,other,0,gas,46310.0,clean,automatic,4wd,other,pickup,black,ar,38.0,-94.0,high,13969
29995,2011.0,ford,excellent,8,gas,27886.0,clean,automatic,4wd,full-size,truck,white,ca,38.0,-121.0,high,304
5140,2010.0,mazda,excellent,0,gas,155000.0,clean,automatic,other,other,other,other,tx,30.0,-98.0,low,525
7000,1991.0,jeep,good,4,gas,148000.0,clean,manual,4wd,other,offroad,white,ca,33.0,-117.0,low,56
7000,1997.0,ford,other,0,diesel,300000.0,clean,manual,other,other,other,other,va,37.0,-77.0,low,236
2900,1998.0,buick,excellent,6,gas,124000.0,other,automatic,other,other,sedan,other,mi,42.0,-84.0,low,4265
17500,1955.0,chevrolet,other,0,gas,1000.0,missing,manual,other,other,other,other,ca,34.0,-117.0,medium,607
13995,2015.0,chevrolet,other,0,gas,53735.0,clean,automatic,other,other,SUV,other,pa,41.0,-80.0,medium,1967
52488,2020.0,ram,other,0,gas,41273.0,clean,automatic,4wd,other,pickup,other,ok,38.0,-94.0,high,13275
4950,2006.0,audi,other,4,gas,126000.0,clean,automatic,4wd,other,sedan,silver,fl,27.0,-83.0,low,537
5450,2007.0,toyota,excellent,4,gas,198762.0,clean,manual,fwd,sub-compact,coupe,silver,ca,37.0,-120.0,low,1134
28850,2002.0,porsche,good,6,gas,46053.0,clean,other,other,other,convertible,other,wa,49.0,-122.0,high,2645
30990,2017.0,alfa-romeo,good,0,gas,19835.0,clean,other,rwd,other,sedan,other,co,39.0,-105.0,high,3975
5888,2009.0,honda,excellent,4,gas,168650.0,clean,automatic,fwd,mid-size,sedan,grey,ma,42.0,-71.0,low,145
3000,2007.0,honda,good,6,gas,330000.0,clean,automatic,fwd,other,sedan,red,nh,43.0,-71.0,low,1365
28384,2021.0,ford,other,0,gas,5.0,clean,automatic,other,other,other,other,fl,30.0,-83.0,high,2040
27590,2019.0,jeep,good,6,gas,6955.0,clean,other,4wd,other,other,silver,fl,25.0,-80.0,high,4128
3500,2006.0,mercury,other,0,gas,175000.0,clean,automatic,other,other,other,other,de,39.0,-76.0,low,164
24995,2016.0,chevrolet,other,0,gas,39154.0,salvage,automatic,other,other,other,other,ia,41.0,-92.0,high,131
31500,2020.0,subaru,like new,4,gas,2330.0,clean,automatic,4wd,other,other,silver,id,49.0,-118.0,high,2059
15988,2014.0,chevrolet,like new,0,gas,32690.0,clean,automatic,other,other,other,other,ks,35.0,-97.0,medium,733
9400,2007.0,chevrolet,excellent,8,gas,185737.0,clean,automatic,4wd,full-size,SUV,white,ia,42.0,-94.0,low,222
18995,2015.0,ford,excellent,0,gas,61253.0,clean,automatic,rwd,other,coupe,red,tx,30.0,-95.0,medium,3754
2950,2005.0,ford,good,6,gas,180000.0,clean,automatic,fwd,full-size,sedan,white,md,39.0,-77.0,low,187
30990,2019.0,ford,good,0,gas,5468.0,clean,other,other,other,pickup,white,ma,42.0,-72.0,high,4378
1500,2005.0,porsche,other,0,gas,130000.0,clean,automatic,other,other,other,black,ca,34.0,-118.0,low,111
4500,2013.0,mercedes-benz,good,6,gas,108000.0,clean,automatic,fwd,full-size,SUV,white,ok,36.0,-98.0,low,367
39000,2018.0,chevrolet,excellent,8,diesel,159240.0,clean,automatic,4wd,full-size,pickup,black,fl,27.0,-81.0,high,3304
26995,2015.0,ram,excellent,6,gas,155426.0,clean,manual,4wd,other,pickup,white,ks,33.0,-97.0,high,4189
3000,2006.0,pontiac,other,0,gas,195339.0,clean,automatic,other,other,other,other,oh,41.0,-81.0,low,260
6889,2012.0,gmc,excellent,6,gas,153553.0,other,automatic,4wd,other,SUV,other,mi,43.0,-84.0,low,3840
7950,2007.0,rover,excellent,8,gas,153522.0,clean,automatic,4wd,other,SUV,black,in,42.0,-86.0,low,387
3650,2002.0,volvo,excellent,5,gas,104611.0,clean,automatic,fwd,mid-size,sedan,black,ks,39.0,-95.0,low,2681
14995,2011.0,audi,other,0,gas,98856.0,clean,automatic,other,other,SUV,other,tx,30.0,-96.0,medium,2703
12950,2012.0,mercedes-benz,other,0,gas,103881.0,clean,automatic,other,other,other,other,mi,45.0,-92.0,medium,2173
11500,2013.0,other,excellent,0,gas,106000.0,clean,automatic,4wd,compact,sedan,black,ny,41.0,-74.0,medium,8
25000,2008.0,ford,excellent,8,diesel,155000.0,clean,automatic,4wd,other,truck,other,or,44.0,-123.0,high,604
6500,2011.0,dodge,excellent,4,gas,135000.0,clean,automatic,fwd,other,wagon,grey,nv,36.0,-115.0,low,299
5500,2005.0,infiniti,excellent,6,gas,194000.0,clean,automatic,4wd,compact,sedan,blue,nc,36.0,-82.0,low,982
17590,2020.0,kia,good,0,gas,40166.0,clean,other,fwd,other,wagon,red,oh,41.0,-82.0,medium,3967
9495,2008.0,mercedes-benz,like new,8,gas,105000.0,clean,automatic,fwd,full-size,sedan,black,fl,26.0,-80.0,low,586
7700,2010.0,hyundai,good,4,gas,149760.0,clean,automatic,fwd,mid-size,sedan,silver,ca,37.0,-120.0,low,203
33590,2017.0,audi,good,6,gas,14318.0,clean,automatic,other,other,SUV,black,mn,44.0,-94.0,high,4157
17997,2012.0,rover,other,0,gas,128675.0,clean,automatic,other,other,SUV,white,ca,39.0,-121.0,medium,1355
29990,2017.0,ford,good,8,gas,14113.0,clean,other,rwd,other,coupe,red,pa,40.0,-78.0,high,4076
68000,2000.0,other,excellent,0,diesel,170000.0,clean,manual,other,other,other,yellow,fl,28.0,-83.0,high,519
46773,2020.0,ford,other,0,gas,27130.0,clean,automatic,4wd,other,other,white,mo,38.0,-94.0,high,14278
12900,2017.0,nissan,good,0,other,123650.0,clean,automatic,fwd,other,sedan,other,ok,36.0,-94.0,medium,3610
25995,2015.0,chevrolet,excellent,8,gas,169000.0,clean,automatic,4wd,full-size,pickup,black,mi,43.0,-83.0,high,811
23990,2016.0,chevrolet,good,6,gas,41568.0,clean,other,other,other,pickup,white,ga,35.0,-85.0,high,4474
3395,2000.0,ford,good,6,gas,203658.0,clean,automatic,fwd,full-size,van,green,ca,41.0,-122.0,low,214
25990,2019.0,ford,good,6,gas,21480.0,clean,other,other,other,pickup,black,nj,40.0,-75.0,high,5029
59980,2019.0,ram,other,0,diesel,26119.0,clean,automatic,other,other,pickup,white,or,39.0,-121.0,high,2986
21849,2016.0,bmw,other,4,gas,38976.0,clean,automatic,other,other,SUV,white,ia,41.0,-96.0,medium,4037
16250,2014.0,ford,other,6,gas,50979.0,clean,automatic,other,other,SUV,custom,sd,44.0,-97.0,medium,1969
2488,2005.0,dodge,other,0,gas,105210.0,clean,automatic,other,compact,sedan,green,ma,42.0,-73.0,low,1234
10500,2014.0,gmc,other,0,gas,130550.0,clean,automatic,other,other,other,other,tx,30.0,-99.0,medium,1843
26990,2017.0,mazda,good,0,gas,4068.0,clean,other,rwd,other,convertible,red,pa,42.0,-80.0,high,4304
3950,2004.0,ford,good,4,gas,188500.0,clean,manual,rwd,mid-size,pickup,silver,or,44.0,-123.0,low,1082
29990,2018.0,toyota,good,6,gas,35134.0,clean,other,other,other,other,other,ok,35.0,-98.0,high,4265
4999,2009.0,lincoln,good,6,gas,180432.0,clean,automatic,4wd,mid-size,SUV,black,ny,41.0,-74.0,low,182
14999,1998.0,other,good,0,diesel,156623.0,clean,automatic,other,other,other,red,ny,37.0,-78.0,medium,3180
29995,2017.0,nissan,good,6,gas,16835.0,clean,other,rwd,mid-size,coupe,blue,mi,43.0,-84.0,high,1309
22590,2020.0,dodge,good,0,gas,10469.0,clean,other,fwd,other,other,other,il,41.0,-90.0,high,4050
3900,2004.0,buick,good,6,gas,138037.0,clean,automatic,fwd,other,sedan,grey,ks,39.0,-96.0,low,3175
27250,2019.0,dodge,other,6,gas,37511.0,clean,automatic,4wd,other,sedan,grey,mn,47.0,-96.0,high,4639
19949,2018.0,subaru,other,4,gas,50826.0,clean,automatic,4wd,mid-size,wagon,custom,co,40.0,-105.0,medium,9916
4990,2008.0,jeep,other,4,gas,153033.0,clean,automatic,4wd,other,SUV,red,me,43.0,-72.0,low,552
12500,2000.0,chevrolet,other,0,gas,108000.0,clean,automatic,other,other,other,other,ca,39.0,-122.0,medium,275
43980,2019.0,infiniti,excellent,0,gas,3200.0,clean,manual,4wd,other,coupe,red,ca,39.0,-121.0,high,8793
5975,2011.0,kia,excellent,4,gas,149000.0,clean,manual,fwd,mid-size,SUV,white,ca,34.0,-117.0,low,2325
17900,2011.0,chevrolet,excellent,8,gas,158192.0,other,automatic,4wd,other,SUV,other,wa,47.0,-119.0,medium,4715
19990,2018.0,ford,good,0,gas,24380.0,clean,automatic,4wd,other,other,black,az,32.0,-111.0,medium,4215
9995,2004.0,ford,other,6,gas,107429.0,clean,manual,4wd,other,pickup,blue,pa,41.0,-73.0,medium,2556
12995,2017.0,nissan,other,0,gas,85139.0,clean,automatic,fwd,other,sedan,other,fl,27.0,-82.0,medium,1409
38990,2013.0,chevrolet,good,8,gas,51525.0,clean,other,rwd,other,other,red,ca,34.0,-84.0,high,4316
27990,2014.0,gmc,excellent,8,gas,145257.0,clean,automatic,4wd,full-size,truck,grey,nc,36.0,-80.0,high,2845
9999,2008.0,toyota,excellent,6,gas,148000.0,clean,automatic,fwd,full-size,SUV,black,ca,34.0,-118.0,medium,456
15000,2017.0,dodge,other,6,other,29982.0,clean,automatic,fwd,other,mini-van,white,nj,40.0,-74.0,medium,1069
6995,2005.0,honda,other,0,gas,150139.0,clean,automatic,4wd,other,SUV,other,oh,42.0,-82.0,low,2156
41999,2017.0,ram,other,8,gas,28674.0,clean,automatic,4wd,other,truck,custom,wa,47.0,-122.0,high,6921
20995,2013.0,lincoln,other,8,other,108271.0,clean,automatic,4wd,other,SUV,black,mn,44.0,-93.0,medium,801
17900,2009.0,gmc,excellent,8,gas,180000.0,clean,automatic,4wd,other,other,white,mo,40.0,-92.0,medium,401
1200,1999.0,volvo,good,5,gas,225000.0,clean,automatic,fwd,mid-size,sedan,blue,nh,43.0,-72.0,low,340
17590,2018.0,ford,good,0,gas,21294.0,clean,other,fwd,other,hatchback,red,mn,45.0,-94.0,medium,3969
7867,2010.0,hyundai,excellent,4,gas,71000.0,clean,automatic,fwd,mid-size,sedan,grey,nc,39.0,-88.0,low,545
17651,2009.0,pontiac,other,0,gas,84300.0,clean,automatic,rwd,full-size,other,custom,tx,30.0,-98.0,medium,1887
6500,2015.0,dodge,excellent,4,gas,85389.0,clean,manual,other,other,other,grey,il,39.0,-90.0,low,139
34944,2016.0,ford,other,0,other,67122.0,clean,manual,other,other,hatchback,white,nv,39.0,-120.0,high,1670
33998,2007.0,chevrolet,other,0,diesel,137455.0,clean,automatic,rwd,other,truck,other,ga,39.0,-88.0,high,3001
4500,2003.0,lexus,good,0,gas,197130.0,rebuilt,automatic,other,other,sedan,silver,tx,33.0,-96.0,low,430
14900,1995.0,toyota,excellent,4,diesel,124000.0,clean,automatic,4wd,full-size,van,brown,mt,48.0,-117.0,medium,2208
16977,2016.0,nissan,good,6,gas,110034.0,clean,automatic,rwd,full-size,van,white,fl,28.0,-83.0,medium,2572
38990,2016.0,chevrolet,good,8,other,72410.0,clean,other,4wd,other,pickup,black,tx,33.0,-97.0,high,4577
31999,2011.0,lexus,excellent,8,gas,107726.0,clean,automatic,4wd,full-size,SUV,black,nv,39.0,-121.0,high,18344
28300,2019.0,ford,other,0,other,28006.0,clean,automatic,other,other,other,other,tx,31.0,-98.0,high,953
10000,2005.0,chevrolet,excellent,8,gas,106098.0,lien,automatic,4wd,full-size,truck,red,ny,43.0,-74.0,medium,718
32990,2018.0,ram,good,6,gas,29979.0,clean,other,4wd,other,pickup,black,mn,44.0,-92.0,high,4554
41990,2019.0,lincoln,good,6,gas,9345.0,clean,other,fwd,other,sedan,blue,ca,34.0,-84.0,high,4207
21500,2017.0,subaru,like new,4,gas,74599.0,lien,automatic,other,other,SUV,blue,co,40.0,-105.0,medium,622
36990,2019.0,chevrolet,good,8,gas,14508.0,clean,other,4wd,other,pickup,red,mn,46.0,-94.0,high,4574
26999,2019.0,subaru,other,0,gas,18361.0,clean,manual,4wd,other,SUV,custom,wa,47.0,-122.0,high,6639
26871,2017.0,honda,other,6,gas,82140.0,clean,automatic,fwd,other,truck,silver,or,44.0,-117.0,high,6132
4650,2007.0,honda,good,4,gas,235000.0,clean,automatic,other,other,SUV,silver,nc,36.0,-78.0,low,432
20990,2019.0,kia,good,0,gas,12876.0,clean,other,fwd,other,wagon,silver,ca,34.0,-84.0,medium,3856
26495,2015.0,chevrolet,other,8,other,126836.0,clean,automatic,4wd,other,SUV,white,ut,37.0,-114.0,high,1900
24590,2013.0,gmc,good,8,other,80318.0,clean,other,other,other,pickup,other,sc,34.0,-80.0,high,4394
25990,2018.0,audi,good,0,other,19027.0,clean,other,fwd,other,sedan,white,ca,39.0,-122.0,high,4286
27902,2017.0,ford,other,0,gas,18469.0,clean,automatic,fwd,other,SUV,red,tx,33.0,-97.0,high,1938
19990,2020.0,mitsubishi,good,0,other,11103.0,clean,other,other,other,hatchback,orange,mi,42.0,-83.0,medium,4173
24995,2018.0,jeep,excellent,6,gas,18731.0,clean,automatic,4wd,mid-size,SUV,silver,mn,46.0,-95.0,high,972
42999,2015.0,ford,other,0,gas,57265.0,clean,automatic,4wd,other,truck,black,or,46.0,-119.0,high,5015
39999,2019.0,bmw,other,4,gas,32791.0,clean,automatic,4wd,other,SUV,silver,wa,47.0,-122.0,high,7096
7900,2005.0,dodge,excellent,6,gas,124174.0,clean,automatic,fwd,full-size,van,blue,me,45.0,-71.0,low,670
47990,2014.0,ford,good,8,diesel,39253.0,clean,automatic,4wd,full-size,truck,white,tn,40.0,-74.0,high,2596
16995,2011.0,bmw,excellent,6,gas,55123.0,clean,automatic,rwd,sub-compact,convertible,silver,tx,30.0,-98.0,medium,6935
25000,2012.0,mercedes-benz,excellent,0,gas,19100.0,clean,manual,rwd,other,convertible,blue,wa,46.0,-118.0,high,592
3400,2000.0,lexus,good,6,gas,192000.0,clean,automatic,other,full-size,SUV,white,ca,34.0,-119.0,low,163
29997,2012.0,ford,other,10,gas,90858.0,clean,automatic,rwd,other,other,white,fl,27.0,-83.0,high,2352
22990,2016.0,audi,good,0,gas,40720.0,clean,other,fwd,other,sedan,black,fl,27.0,-83.0,high,4376
28990,2018.0,gmc,good,6,gas,24486.0,clean,other,other,other,SUV,other,nc,36.0,-79.0,high,4027
7995,2012.0,gmc,other,0,gas,184540.0,clean,automatic,other,other,other,other,mi,43.0,-84.0,low,1358
2499,1999.0,honda,excellent,6,gas,146000.0,clean,automatic,other,other,sedan,other,ca,34.0,-116.0,low,5831
14999,2014.0,ford,excellent,8,gas,220000.0,clean,automatic,rwd,mid-size,bus,white,ca,38.0,-122.0,medium,62
31990,2016.0,chevrolet,good,8,diesel,195767.0,clean,automatic,4wd,full-size,pickup,white,tx,37.0,-96.0,high,137
16990,2012.0,acura,other,0,gas,109920.0,clean,automatic,other,other,SUV,other,or,45.0,-123.0,medium,4195
12991,2018.0,nissan,other,0,gas,69910.0,clean,automatic,fwd,compact,sedan,silver,nv,39.0,-121.0,medium,9920
14995,2017.0,dodge,other,0,gas,42121.0,clean,automatic,fwd,other,other,other,mn,49.0,-93.0,medium,6437
1000,2001.0,gmc,fair,6,gas,217150.0,clean,automatic,4wd,mid-size,SUV,black,ma,42.0,-73.0,low,612
25999,2016.0,jeep,other,6,gas,89329.0,clean,automatic,other,other,SUV,red,tn,37.0,-87.0,high,3933
34990,2010.0,chevrolet,good,8,gas,19502.0,clean,other,rwd,other,coupe,blue,wi,43.0,-88.0,high,4292
42000,2015.0,gmc,excellent,8,gas,67000.0,clean,automatic,4wd,other,pickup,silver,pa,40.0,-80.0,high,221
11995,2017.0,nissan,excellent,4,gas,90338.0,clean,other,other,other,sedan,other,ca,34.0,-119.0,medium,5324
3500,2006.0,toyota,good,0,gas,137000.0,rebuilt,automatic,other,other,other,custom,ks,38.0,-97.0,low,147
5900,2012.0,kia,excellent,4,gas,141570.0,clean,automatic,fwd,other,sedan,black,oh,41.0,-81.0,low,3175
27990,2016.0,bmw,good,0,gas,46057.0,clean,other,rwd,other,sedan,blue,ar,34.0,-84.0,high,5467
42590,2020.0,chevrolet,good,0,gas,4135.0,clean,other,4wd,other,pickup,blue,wi,43.0,-89.0,high,4413
9500,1958.0,chevrolet,other,0,other,88888.0,clean,other,other,other,other,other,nm,35.0,-107.0,low,378
42995,2018.0,ram,excellent,8,gas,71423.0,clean,automatic,4wd,other,other,other,ia,45.0,-90.0,high,804
46990,2020.0,gmc,good,8,gas,28552.0,clean,other,other,other,other,white,sc,33.0,-80.0,high,4112
36590,2019.0,gmc,good,8,gas,14222.0,clean,other,4wd,other,pickup,blue,ks,39.0,-96.0,high,4342
34678,2015.0,chevrolet,good,6,other,52450.0,clean,automatic,rwd,other,pickup,silver,ca,39.0,-121.0,high,3250
27999,2008.0,toyota,other,8,gas,56000.0,clean,automatic,4wd,other,truck,red,ca,39.0,-121.0,high,3162
9495,2008.0,infiniti,other,0,gas,144508.0,clean,automatic,other,other,other,other,pa,41.0,-77.0,low,189
23998,2009.0,dodge,other,8,gas,42600.0,clean,automatic,rwd,other,coupe,other,mt,48.0,-117.0,high,4586
1500,1994.0,cadillac,fair,0,gas,182000.0,clean,automatic,other,other,other,white,nc,35.0,-79.0,low,111
500,2007.0,ford,fair,8,gas,165302.0,clean,automatic,rwd,full-size,van,white,hi,20.0,-155.0,low,527
4500,1977.0,chevrolet,fair,8,gas,99999.0,clean,automatic,4wd,other,other,other,co,40.0,-105.0,low,607
11950,2005.0,jaguar,good,8,gas,127000.0,clean,automatic,rwd,full-size,convertible,silver,mt,44.0,-95.0,medium,817
888,2014.0,chevrolet,other,0,gas,100000.0,clean,manual,other,other,other,other,oh,41.0,-81.0,low,1860
4000,2007.0,buick,excellent,6,gas,111500.0,clean,automatic,fwd,full-size,sedan,other,tn,35.0,-90.0,low,119
5250,2002.0,nissan,good,6,gas,182979.0,clean,automatic,4wd,other,SUV,silver,az,32.0,-111.0,low,207
9995,2002.0,ford,other,0,gas,218252.0,clean,automatic,4wd,other,other,other,ca,39.0,-122.0,medium,569
27590,2018.0,subaru,good,0,gas,33970.0,clean,other,other,other,wagon,blue,ok,35.0,-98.0,high,4399
6250,2008.0,other,other,4,gas,96000.0,clean,manual,other,other,other,red,id,48.0,-117.0,low,394
9400,2016.0,hyundai,like new,4,gas,94285.0,clean,automatic,other,other,hatchback,silver,fl,29.0,-81.0,low,924
7200,2014.0,ford,excellent,4,gas,161678.0,clean,automatic,fwd,mid-size,SUV,blue,oh,41.0,-81.0,low,532
14995,2015.0,ford,excellent,4,gas,76196.0,clean,automatic,fwd,other,sedan,grey,ca,41.0,-124.0,medium,528
21590,2014.0,honda,good,0,gas,25724.0,clean,other,fwd,other,coupe,black,ca,34.0,-84.0,medium,4225
32999,2012.0,chevrolet,other,0,diesel,186676.0,clean,automatic,other,other,other,other,ia,31.0,-98.0,high,3046
11900,2016.0,mitsubishi,other,0,gas,60356.0,clean,automatic,4wd,other,other,red,nh,43.0,-72.0,medium,5114
4495,2008.0,honda,other,0,gas,166000.0,clean,automatic,other,other,other,other,pa,40.0,-77.0,low,769
500,2017.0,subaru,like new,4,gas,66447.0,clean,automatic,4wd,mid-size,sedan,silver,pa,41.0,-75.0,low,1008
26000,2008.0,lexus,excellent,8,gas,122000.0,clean,automatic,rwd,other,other,blue,ct,42.0,-73.0,high,836
3500,2008.0,volkswagen,good,4,gas,136000.0,clean,automatic,fwd,other,other,grey,ny,43.0,-76.0,low,67
32590,2016.0,subaru,good,0,other,21195.0,clean,other,other,other,sedan,white,va,37.0,-76.0,high,3914
16999,2015.0,other,like new,4,gas,97365.0,clean,automatic,4wd,other,sedan,white,ca,39.0,-121.0,medium,24249
7995,2012.0,chevrolet,other,0,hybrid,72205.0,clean,other,other,compact,hatchback,blue,oh,39.0,-84.0,low,1699
5750,2011.0,chrysler,good,6,gas,89250.0,clean,automatic,fwd,mid-size,sedan,silver,ky,38.0,-84.0,low,1075
28998,2019.0,volkswagen,other,4,gas,27506.0,clean,manual,4wd,other,SUV,other,mt,48.0,-117.0,high,4779
4000,2002.0,ram,good,0,gas,260000.0,clean,automatic,other,other,other,other,nc,36.0,-81.0,low,201
1900,2003.0,chrysler,excellent,4,gas,183965.0,clean,automatic,fwd,compact,convertible,other,ca,34.0,-118.0,low,4785
3975,2001.0,infiniti,other,0,gas,108930.0,clean,automatic,other,other,sedan,other,nj,41.0,-74.0,low,1747
24590,2018.0,lincoln,good,0,gas,16081.0,clean,automatic,fwd,other,sedan,white,ga,31.0,-81.0,high,3995
3999,2007.0,saturn,other,0,gas,170000.0,clean,automatic,other,other,other,other,tn,35.0,-90.0,low,232
6690,2011.0,toyota,excellent,4,gas,163000.0,clean,automatic,fwd,mid-size,hatchback,other,fl,28.0,-81.0,low,1669
28995,2019.0,subaru,other,4,gas,13963.0,clean,automatic,4wd,other,SUV,white,hi,21.0,-156.0,high,3775
10999,2016.0,nissan,other,4,gas,74845.0,clean,automatic,fwd,other,sedan,white,nj,40.0,-74.0,medium,23032
5995,2010.0,chrysler,other,0,gas,144909.0,clean,automatic,other,other,other,other,mi,43.0,-84.0,low,3412
6995,2012.0,hyundai,like new,6,gas,99000.0,rebuilt,automatic,4wd,full-size,SUV,purple,mi,43.0,-83.0,low,132
23950,2007.0,chevrolet,good,8,diesel,236686.0,clean,automatic,4wd,full-size,truck,grey,ok,37.0,-94.0,high,4957
6400,2009.0,chrysler,excellent,0,gas,162000.0,clean,automatic,other,other,other,other,mo,37.0,-93.0,low,986
24427,2017.0,toyota,other,6,gas,45388.0,clean,automatic,fwd,mid-size,sedan,white,tx,30.0,-98.0,high,10130
39590,2018.0,mercedes-benz,good,0,other,42300.0,clean,other,rwd,other,convertible,other,tn,36.0,-87.0,high,3862
29590,2018.0,mercedes-benz,good,0,other,25067.0,clean,automatic,rwd,other,SUV,white,ca,34.0,-84.0,high,3914
29994,2015.0,toyota,other,0,gas,87826.0,clean,automatic,fwd,other,pickup,other,ca,39.0,-121.0,high,2637
10999,2017.0,ford,other,4,gas,110451.0,clean,automatic,fwd,mid-size,sedan,white,ga,34.0,-85.0,medium,9874
5998,2006.0,mercedes-benz,excellent,6,gas,157709.0,clean,automatic,4wd,mid-size,SUV,black,nc,36.0,-81.0,low,1051
15590,2016.0,other,good,0,other,64923.0,clean,other,fwd,other,hatchback,blue,nc,36.0,-83.0,medium,4548
4000,2012.0,ford,good,4,gas,145000.0,clean,automatic,fwd,compact,sedan,black,ca,34.0,-118.0,low,231
19000,1965.0,ford,good,8,gas,1.0,clean,manual,other,other,coupe,other,ca,34.0,-118.0,medium,702
26500,2014.0,gmc,other,8,other,162934.0,clean,automatic,4wd,other,pickup,white,al,34.0,-87.0,high,2809
28950,2016.0,nissan,other,0,diesel,144705.0,clean,automatic,other,other,other,other,ks,39.0,-95.0,high,1436
6750,2009.0,toyota,like new,4,hybrid,130836.0,clean,automatic,fwd,full-size,hatchback,blue,nv,36.0,-115.0,low,9260
26998,2016.0,mercedes-benz,other,4,gas,100846.0,clean,automatic,rwd,other,van,brown,oh,39.0,-88.0,high,6660
31000,2014.0,ford,excellent,6,gas,95330.0,clean,automatic,4wd,full-size,truck,black,ca,37.0,-120.0,high,1170
14995,2010.0,toyota,excellent,6,gas,174000.0,rebuilt,automatic,4wd,mid-size,pickup,red,co,39.0,-109.0,medium,694
30990,2016.0,chevrolet,good,0,other,34940.0,clean,other,4wd,other,pickup,blue,mo,39.0,-92.0,high,4412
21990,2015.0,lexus,good,0,other,64610.0,clean,other,fwd,other,sedan,white,fl,28.0,-82.0,medium,4270
30590,2018.0,infiniti,good,6,gas,16778.0,clean,other,other,other,sedan,other,ga,33.0,-85.0,high,4127
4200,2007.0,honda,excellent,4,gas,147000.0,clean,automatic,fwd,mid-size,sedan,blue,ny,42.0,-74.0,low,299
37590,2019.0,bmw,good,0,gas,25656.0,clean,other,rwd,other,coupe,white,in,41.0,-85.0,high,4121
